Bjelovarsko.bilogorska,Brodsko.posavska,Dubrovačko.neretvanska,Grad.Zagreb,Istarska,Karlovačka,Koprivničko.križevačka,Krapinsko.zagorska,Ličko.senjska,Međimurska,Osječko.baranjska,Požeško.slavonska,Primorsko.goranska,Šibensko.kninska,Sisačko.moslavačka,Splitsko.dalmatinska,Varaždinska,Virovitičko.podravska,Vukovarsko.srijemska,Zadarska,Zagrebačka,Hrvatska,Datum,Panonska.Hrvatska,Jadranska.Hrvatska,Sjeverna.Hrvatska,Panonska.Hrvatska.7d,Jadranska.Hrvatska.7d,Sjeverna.Hrvatska.7d,Grad.Zagreb.7d,Hrvatska.7d,Panonska.Hrvatska.14d,Jadranska.Hrvatska.14d,Sjeverna.Hrvatska.14d,Grad.Zagreb.14d,Hrvatska.14d,Panonska.Hrvatska.diff,Jadranska.Hrvatska.diff,Sjeverna.Hrvatska.diff,Grad.Zagreb.diff,Hrvatska.diff,Panonska.Hrvatska.pop,Jadranska.Hrvatska.pop,Sjeverna.Hrvatska.pop,Grad.Zagreb.pop
23,52,32,383,27,36,62,29,15,18,68,24,60,31,40,169,42,49,39,43,131,1373,2021-09-22,331,377,282,1816,2661,1638,2095,8210,3165,5525,3119,3757,15566,34.6182357301705,-7.08798882681564,10.6009453072248,26.0529482551143,11.6095704187058,1060209,1373802,814919,809235
46,35,43,391,19,50,39,24,29,28,50,34,69,18,27,158,44,15,28,16,128,1291,2021-09-23,285,352,263,1787,2535,1615,2170,8107,3248,5491,3156,3920,15815,22.3134839151266,-14.2422192151556,4.80207657365348,24,5.17644006227296,1060209,1373802,814919,809235
30,42,33,364,15,54,53,30,0,20,65,38,59,42,35,161,32,30,35,31,124,1293,2021-09-24,329,341,259,1785,2351,1596,2213,7945,3343,5375,3170,4058,15946,14.5699614890886,-22.255291005291,1.39771283354511,19.9457994579946,-0.699912510936129,1060209,1373802,814919,809235
5,20,29,250,18,15,23,20,3,16,63,39,41,8,6,113,27,6,34,29,72,837,2021-09-25,188,241,158,1764,2273,1624,2246,7907,3362,5260,3215,4139,15976,10.3879849812265,-23.9035821894878,2.07416719044626,18.6476492340201,-2.00768372784732,1060209,1373802,814919,809235
18,8,1,110,4,4,3,1,1,2,7,0,3,0,3,1,18,19,1,0,13,217,2021-09-26,60,10,37,1776,2256,1621,2207,7860,3380,5240,3231,4175,16026,10.7231920199501,-24.3967828418231,0.683229813664599,12.1443089430894,-3.74724467303453,1060209,1373802,814919,809235
15,37,38,299,4,31,23,27,8,20,49,34,74,27,35,126,17,14,17,48,118,1061,2021-09-27,232,325,205,1800,2251,1599,2234,7884,3488,5134,3261,4230,16113,6.6350710900474,-21.9216094346167,-3.79061371841155,11.9238476953908,-4.1924899744805,1060209,1373802,814919,809235
84,46,61,597,26,48,44,29,14,50,113,33,100,53,44,258,52,5,62,60,132,1911,2021-09-28,435,572,307,1860,2218,1511,2394,7983,3567,5038,3149,4435,16189,8.96309314586994,-21.3475177304965,-7.75335775335775,17.2954434100931,-2.71752376310017,1060209,1373802,814919,809235
46,63,43,465,37,32,81,72,15,28,75,35,71,2,49,178,59,57,50,53,199,1710,2021-09-29,407,399,439,1936,2240,1668,2476,8320,3752,4901,3306,4571,16530,6.60792951541851,-15.8211198797445,1.83150183150182,18.1861575178998,1.33982947624847,1060209,1373802,814919,809235
68,64,27,386,14,53,14,26,8,28,67,56,94,70,41,177,43,36,59,5,181,1517,2021-09-30,444,395,292,2095,2283,1697,2471,8546,3882,4818,3312,4641,16653,17.2355903749301,-9.94082840236686,5.07739938080496,13.8709677419355,5.41507339336376,1060209,1373802,814919,809235
50,49,42,309,21,32,61,24,31,25,104,40,77,32,48,189,46,36,48,43,141,1448,2021-10-01,407,435,297,2173,2377,1735,2416,8701,3958,4728,3331,4629,16646,21.7366946778711,1.1059123777116,8.7092731829574,9.17306823316764,9.51541850220263,1060209,1373802,814919,809235
39,48,24,247,32,12,11,13,8,17,83,43,58,11,7,119,29,6,37,21,79,944,2021-10-02,275,273,149,2260,2409,1726,2413,8808,4024,4682,3350,4659,16715,28.1179138321995,5.98328200615925,6.2807881773399,7.43544078361531,11.3949664853927,1060209,1373802,814919,809235
8,18,5,87,3,0,2,5,1,2,7,1,5,0,5,9,18,31,2,3,7,219,2021-10-03,72,26,34,2272,2425,1723,2390,8810,4048,4681,3344,4597,16670,27.9279279279279,7.49113475177305,6.29241209130167,8.29179882193023,12.0865139949109,1060209,1373802,814919,809235
17,55,52,240,3,44,30,24,17,23,60,26,66,27,26,143,30,12,32,41,106,1074,2021-10-04,272,349,213,2312,2449,1731,2331,8823,4112,4700,3330,4565,16707,28.4444444444444,8.79609062638826,8.25515947467168,4.34198746642793,11.910197869102,1060209,1373802,814919,809235
84,55,64,507,33,57,55,53,27,48,112,46,109,24,46,259,41,44,72,34,155,1925,2021-10-05,516,550,352,2393,2427,1776,2241,8837,4253,4645,3287,4635,16820,28.6559139784946,9.42290351668169,17.5380542686962,-6.39097744360902,10.6977326819491,1060209,1373802,814919,809235
37,65,36,388,18,81,83,26,29,26,99,33,102,52,57,190,84,22,56,54,210,1748,2021-10-06,450,481,429,2436,2509,1766,2164,8875,4372,4749,3434,4640,17195,25.8264462809917,12.0089285714286,5.87529976019185,-12.6009693053312,6.67067307692308,1060209,1373802,814919,809235
64,49,46,430,25,62,21,46,24,33,82,49,97,7,45,181,57,44,74,45,210,1691,2021-10-07,469,425,367,2461,2539,1841,2208,9049,4556,4822,3538,4679,17595,17.4701670644391,11.2133158125274,8.4855627578079,-10.6434641845407,5.8857945237538,1060209,1373802,814919,809235
56,56,43,353,23,83,80,31,21,26,98,41,83,33,35,179,50,47,54,41,161,1594,2021-10-08,470,423,348,2524,2527,1892,2252,9195,4697,4904,3627,4668,17896,16.1527841693511,6.31047538914598,9.04899135446686,-6.78807947019867,5.67750833237559,1060209,1373802,814919,809235
55,30,26,237,16,38,14,22,19,17,50,36,30,7,7,122,36,21,38,21,66,908,2021-10-09,275,241,155,2524,2495,1898,2242,9159,4784,4904,3624,4655,17967,11.6814159292035,3.56994603569947,9.96523754345306,-7.08661417322834,3.98501362397821,1060209,1373802,814919,809235
2,6,0,62,3,0,0,2,1,1,6,1,5,0,3,9,22,30,0,3,14,170,2021-10-10,48,21,39,2500,2490,1903,2217,9110,4772,4915,3626,4607,17920,10.0352112676056,2.68041237113401,10.4468949506674,-7.23849372384937,3.40522133938705,1060209,1373802,814919,809235
13,41,44,217,3,51,17,22,18,11,65,45,87,24,20,103,22,18,56,37,93,1007,2021-10-11,309,316,165,2537,2457,1855,2194,9043,4849,4906,3586,4525,17866,9.7318339100346,0.32666394446712,7.1634893125361,-5.87730587730588,2.49348294230987,1060209,1373802,814919,809235
93,79,59,516,29,78,42,65,19,38,103,33,138,33,80,206,84,27,64,89,147,2022,2021-10-12,557,573,376,2578,2480,1879,2203,9140,4971,4907,3655,4444,17977,7.73088173840368,2.18376596621344,5.79954954954955,-1.69567157518965,3.42876541812833,1060209,1373802,814919,809235
73,38,55,409,26,99,90,32,20,15,92,22,145,51,49,160,116,48,77,43,191,1851,2021-10-13,498,500,444,2626,2499,1894,2224,9243,5062,5008,3660,4388,18118,7.79967159277504,-0.398565165404541,7.2480181200453,2.77264325323474,4.14647887323945,1060209,1373802,814919,809235
85,61,58,377,26,73,21,47,33,40,95,28,148,42,65,167,59,51,62,52,168,1758,2021-10-14,520,526,335,2677,2600,1862,2171,9310,5138,5139,3703,4379,18359,8.77691995123933,2.40252067743205,1.14068441064639,-1.67572463768116,2.88429660735994,1060209,1373802,814919,809235
68,61,62,423,27,113,54,42,21,25,95,38,194,51,63,177,80,21,77,73,182,1947,2021-10-15,536,605,383,2743,2782,1897,2241,9663,5267,5309,3789,4493,18858,8.67670364500792,10.0910170162248,0.264270613107831,-0.488454706927177,5.08972267536705,1060209,1373802,814919,809235
62,49,39,314,31,38,17,32,11,33,96,21,112,12,15,126,52,30,70,45,96,1301,2021-10-16,381,376,230,2849,2917,1972,2318,10056,5373,5412,3870,4560,19215,12.8763866877971,16.9138276553106,3.89884088514225,3.38983050847457,9.79364559449722,1060209,1373802,814919,809235
10,13,4,132,7,2,1,1,0,0,12,1,9,0,13,10,24,63,1,2,14,319,2021-10-17,115,32,40,2916,2928,1973,2388,10205,5416,5418,3876,4605,19315,16.64,17.5903614457831,3.67840252233316,7.71312584573749,12.019758507135,1060209,1373802,814919,809235
41,44,74,365,8,59,46,51,18,29,86,38,207,60,51,203,70,18,67,70,136,1741,2021-10-18,404,640,332,3011,3252,2140,2536,10939,5548,5709,3995,4730,19982,18.6834844304296,32.3565323565324,15.3638814016172,15.587967183227,20.9664934203251,1060209,1373802,814919,809235
142,83,144,781,49,94,83,63,34,79,147,40,316,119,21,344,121,8,109,134,251,3162,2021-10-19,644,1140,597,3098,3819,2361,2801,12079,5676,6299,4240,5004,21219,20.1706749418154,53.991935483871,25.6519425226184,27.1448025419882,32.1553610503282,1060209,1373802,814919,809235
63,74,95,696,53,129,79,62,48,80,127,37,241,106,162,325,146,68,113,116,233,3053,2021-10-20,773,984,600,3373,4303,2517,3088,13281,5999,6802,4411,5312,22524,28.4463061690784,72.1888755502201,32.8933474128828,38.8489208633094,43.6871145731905,1060209,1373802,814919,809235
104,82,105,730,67,143,51,72,51,79,186,48,307,77,110,323,104,82,100,167,270,3258,2021-10-21,855,1097,576,3708,4874,2758,3441,14781,6385,7474,4620,5612,24091,38.5132611131864,87.4615384615385,48.1203007518797,58.4983878397052,58.764769065521,1060209,1373802,814919,809235
78,101,96,838,55,174,94,71,60,87,177,52,409,87,28,418,116,123,103,159,259,3585,2021-10-22,836,1284,627,4008,5553,3002,3856,16419,6751,8335,4899,6097,26082,46.1173897192854,99.6046010064702,58.2498682129678,72.06604194556,69.9161751009003,1060209,1373802,814919,809235
18,10,86,619,63,54,20,78,20,82,101,37,186,18,114,276,113,9,78,122,189,2293,2021-10-23,421,771,482,4048,5948,3254,4161,17411,6897,8865,5226,6479,27467,42.0849420849421,103.908124785739,65.0101419878296,79.5081967213115,73.1404136833731,1060209,1373802,814919,809235
62,56,8,267,7,3,2,7,1,3,29,2,22,4,12,20,51,66,6,8,44,680,2021-10-24,236,70,107,4169,5986,3321,4296,17772,7085,8914,5294,6684,27977,42.9698216735254,104.439890710383,68.3223517486062,79.8994974874372,74.1499265066144,1060209,1373802,814919,809235
18,90,169,918,13,77,53,84,59,65,227,43,354,124,87,409,94,27,101,144,204,3360,2021-10-25,670,1272,500,4435,6618,3489,4849,19391,7446,9870,5629,7385,30330,47.2932580538027,103.505535055351,63.0373831775701,91.2066246056782,77.2648322515769,1060209,1373802,814919,809235
69,126,121,1168,99,107,106,131,78,184,254,86,401,189,76,478,130,16,151,197,404,4571,2021-10-26,885,1563,955,4676,7041,3847,5236,20800,7774,10860,6208,8037,32879,50.9360877985797,84.3676355066771,62.9394324438797,86.9332381292396,72.1996854044209,1060209,1373802,814919,809235
136,54,144,913,166,198,171,108,62,107,222,49,365,150,126,406,192,46,138,157,244,4154,2021-10-27,969,1450,822,4872,7507,4069,5453,21901,8245,11810,6586,8541,35182,44.4411503112956,74.4596792935162,61.6607071911005,76.5867875647669,64.9047511482569,1060209,1373802,814919,809235
81,112,166,1031,85,167,68,112,45,109,256,72,339,128,162,402,169,200,139,194,355,4392,2021-10-28,1189,1359,813,5206,7769,4306,5754,23035,8914,12643,7064,9195,37816,40.3991370010788,59.3967993434551,56.1276287164612,67.2188317349608,55.8419592720384,1060209,1373802,814919,809235
165,48,164,936,118,260,134,120,63,106,247,50,374,170,119,498,183,54,134,192,412,4547,2021-10-29,1077,1579,955,5447,8064,4634,5852,23997,9455,13617,7636,9708,40416,35.9031936127745,45.2188006482982,54.3637574950033,51.7634854771784,46.1538461538461,1060209,1373802,814919,809235
191,123,143,760,80,131,58,111,31,105,179,38,380,40,42,337,118,43,107,128,174,3319,2021-10-30,854,1139,566,5880,8432,4718,5993,25023,9928,14380,7972,10154,42434,45.2569169960474,41.7619367854741,44.9907805777505,44.027877913963,43.7194876802022,1060209,1373802,814919,809235
8,52,11,540,11,17,3,43,4,57,34,0,25,9,72,35,50,61,6,5,83,1126,2021-10-31,250,100,236,5894,8462,4847,6266,25469,10063,14448,8168,10562,43241,41.3768289757736,41.3631807550952,45.9500150557061,45.8566108007449,43.3097006527121,1060209,1373802,814919,809235
5,13,35,146,12,19,1,4,6,4,83,6,23,19,5,259,44,12,56,9,24,785,2021-11-01,199,363,77,5423,7553,4424,5494,22894,9858,14171,7913,10343,42285,22.2773393461105,14.1281353883348,26.798509601605,13.3017116931326,18.0650817389511,1060209,1373802,814919,809235
100,59,258,1373,112,121,67,187,42,82,231,48,369,117,123,451,138,43,133,222,297,4573,2021-11-02,858,1571,771,5396,7561,4240,5699,22896,10072,14602,8087,10935,43696,15.3977758768178,7.38531458599632,10.2157525344424,8.84262796027502,10.0769230769231,1060209,1373802,814919,809235
92,66,267,1475,188,55,333,74,60,343,258,109,676,274,190,755,248,35,167,235,410,6310,2021-11-03,972,2455,1408,5399,8566,4826,6261,25052,10271,16073,8895,11714,46953,10.8169129720854,14.1068336219528,18.6040796264438,14.817531633963,14.3874708917401,1060209,1373802,814919,809235
167,259,262,1599,162,246,130,412,140,198,370,117,538,233,156,587,314,141,163,202,536,6932,2021-11-04,1619,2124,1590,5829,9331,5603,6829,27592,11035,17100,9909,12583,50627,11.966961198617,20.1055476895353,30.1207617278217,18.6826555439694,19.7829390058607,1060209,1373802,814919,809235
123,160,220,1619,175,462,171,220,78,273,333,95,553,190,342,621,277,175,186,245,576,7094,2021-11-05,1876,2082,1517,6628,9834,6165,7512,30139,12075,17898,10799,13364,54136,21.6816596291537,21.9494047619048,33.0384117393181,28.3663704716336,25.5948660249198,1060209,1373802,814919,809235
85,141,209,1004,134,96,70,161,52,205,246,71,387,19,33,436,195,5,109,140,361,4159,2021-11-06,786,1377,992,6560,10072,6591,7756,30979,12440,18504,11309,13749,56002,11.5646258503401,19.449715370019,39.6990250105977,29.4176539295845,23.8021020660992,1060209,1373802,814919,809235
22,50,5,557,70,13,1,34,1,9,76,2,18,4,56,40,53,124,2,8,97,1242,2021-11-07,345,146,194,6655,10118,6549,7773,31095,12549,18580,11396,14039,56564,12.9114353579912,19.5698416450012,35.1145038167939,24.0504308969039,22.0895991204994,1060209,1373802,814919,809235
69,63,281,1110,142,180,121,118,47,173,285,82,411,217,177,541,209,17,143,183,397,4966,2021-11-08,1016,1822,1018,7472,11577,7490,8737,35276,12895,19130,11914,14231,58170,37.7835146597824,53.2768436382894,69.3037974683544,59.0280305788133,54.0840394863283,1060209,1373802,814919,809235
161,134,209,1432,149,151,295,357,91,499,338,133,623,211,278,740,428,165,160,249,512,7315,2021-11-09,1520,2272,2091,8134,12278,8810,8796,38018,13530,19839,13050,14495,60914,50.7412898443291,62.3859277873297,107.783018867925,54.3428671696789,66.0464709993012,1060209,1373802,814919,809235
73,293,230,1564,210,199,236,317,61,322,380,79,504,208,316,668,307,31,190,224,575,6987,2021-11-10,1561,2105,1757,8723,11928,9159,8885,38695,14122,20494,13985,15146,63747,61.56695684386,39.2481905206631,89.7845006216328,41.9102379811532,54.4587258502315,1060209,1373802,814919,809235
252,140,169,1582,159,228,186,187,98,252,360,77,417,156,131,566,339,234,160,223,533,6449,2021-11-11,1582,1788,1497,8686,11592,9066,8868,38212,14515,20923,14669,15697,65804,49.01355292503,24.2310577644411,61.8061752632518,29.8579587055206,38.4894172223833,1060209,1373802,814919,809235
122,143,129,1466,144,204,200,212,77,229,340,71,502,212,186,696,297,85,136,232,632,6315,2021-11-12,1287,1992,1570,8097,11502,9119,8715,37433,14725,21336,15284,16227,67572,22.1635485817743,16.9615619280049,47.9156528791565,16.0143769968051,24.2012011015628,1060209,1373802,814919,809235
30,155,97,984,131,54,84,166,29,228,239,51,369,6,160,383,255,93,119,132,386,4151,2021-11-13,901,1147,1119,8212,11272,9246,8695,37425,14772,21344,15837,16451,68404,25.1829268292683,11.9142176330421,40.2822030040965,12.1067560598247,20.807643887795,1060209,1373802,814919,809235
86,33,18,523,17,8,9,18,18,3,35,3,29,2,12,40,56,107,3,11,104,1135,2021-11-14,287,135,190,8154,11261,9242,8661,37318,14809,21379,15791,16434,68413,22.5244177310293,11.2966989523621,41.1207817987479,11.42416055577,20.0128638044702,1060209,1373802,814919,809235
91,63,88,1142,172,179,88,186,15,111,257,44,314,182,57,510,176,28,123,166,451,4443,2021-11-15,842,1447,1012,7980,10886,9236,8693,36795,15452,22463,16726,17430,72071,6.79871520342612,-5.96873110477671,23.3110814419226,-0.503605356529702,4.30604376913482,1060209,1373802,814919,809235
133,209,167,1365,177,187,252,284,87,456,346,101,591,204,206,616,275,39,176,225,574,6670,2021-11-16,1397,2067,1841,7857,10681,8986,8626,36150,15991,22959,17796,17422,74168,-3.40545856896975,-13.0070043981104,1.9977298524404,-1.93269668030923,-4.9134620442948,1060209,1373802,814919,809235
133,209,128,1629,213,165,329,191,60,229,373,87,503,162,384,592,340,264,144,250,885,7270,2021-11-17,1759,1908,1974,8055,10484,9203,8691,36433,16778,22412,18362,17576,75128,-7.65791585463717,-12.1059691482227,0.480401790588503,-2.18345526167698,-5.8457165008399,1060209,1373802,814919,809235
14,83,58,644,91,6,4,21,14,6,239,4,16,36,11,351,248,61,72,104,151,2234,2021-11-18,490,670,430,6963,9366,8136,7753,32218,15649,20958,17202,16621,70430,-19.8365185355745,-19.2028985507246,-10.2581072137657,-12.5732972485341,-15.6861718831781,1060209,1373802,814919,809235
115,78,115,1327,221,190,234,108,58,249,284,81,572,170,174,395,246,192,153,163,489,5614,2021-11-19,1267,1694,1326,6943,9068,7892,7614,31517,15040,20570,17011,16329,68950,-14.2521921699395,-21.1615371239784,-13.4554227437219,-12.6333907056799,-15.8042369032672,1060209,1373802,814919,809235
65,145,93,1053,110,65,61,302,32,288,234,45,335,42,84,421,199,32,102,122,432,4262,2021-11-20,772,1155,1282,6814,9076,8055,7683,31628,15026,20348,17301,16378,69053,-17.0238675109596,-19.4819020581973,-12.8812459441921,-11.6388729154687,-15.4896459585838,1060209,1373802,814919,809235
18,126,14,565,13,42,5,47,22,12,55,2,22,7,83,23,45,55,4,8,159,1327,2021-11-21,385,109,268,6912,9050,8133,7725,31820,15066,20311,17375,16386,69138,-15.2317880794702,-19.6341355119439,-11.9995671932482,-10.8070661586422,-14.7328367007878,1060209,1373802,814919,809235
74,95,109,1308,232,166,167,167,17,112,244,64,342,139,210,493,172,50,118,143,504,4926,2021-11-22,1021,1475,1122,7091,9078,8243,7891,32303,15071,19964,17479,16584,69098,-11.140350877193,-16.6084879661951,-10.7514075357298,-9.22581387323134,-12.2081804593015,1060209,1373802,814919,809235
82,118,116,1447,172,131,294,82,35,342,292,100,532,212,228,557,399,196,118,211,472,6136,2021-11-23,1265,1835,1589,6959,8846,7991,7973,31769,14816,19527,16977,16599,67919,-11.4292987145221,-17.1800393221608,-11.072779879813,-7.57013679573383,-12.118948824343,1060209,1373802,814919,809235
44,200,63,1472,262,178,196,312,75,176,353,60,474,177,188,597,331,54,130,190,714,6246,2021-11-24,1207,1838,1729,6407,8776,7746,7816,30745,14462,19260,16949,16507,67178,-20.4593420235878,-16.291491797024,-15.8317939802238,-10.0678863191808,-15.6122196909395,1060209,1373802,814919,809235
192,132,98,1371,207,157,235,174,10,146,350,64,295,69,158,467,380,153,144,139,519,5460,2021-11-25,1350,1285,1454,7267,9391,8770,8543,33971,14230,18757,16906,16296,66189,4.36593422375413,0.266922912662815,7.79252704031466,10.1896040242487,5.44105779377988,1060209,1373802,814919,809235
129,131,67,1300,196,172,239,157,65,136,323,66,360,160,169,491,416,36,141,150,598,5502,2021-11-26,1167,1489,1546,7167,9186,8990,8516,33859,14110,18254,16882,16130,65376,3.22627106438138,1.30127922364358,13.9128231120122,11.8465983714211,7.4309103023765,1060209,1373802,814919,809235
108,123,66,934,98,52,35,121,29,131,226,49,286,14,75,268,83,33,71,82,455,3339,2021-11-27,737,843,825,7132,8874,8533,8397,32936,13946,17950,16588,16080,64564,4.66686234223657,-2.22565006610842,5.93420235878337,9.29324482623974,4.13557607183508,1060209,1373802,814919,809235
12,45,5,532,16,14,3,5,2,0,31,2,15,3,14,28,68,111,5,6,114,1031,2021-11-28,234,75,190,6981,8840,8455,8364,32640,13893,17890,16588,16089,64460,0.998263888888884,-2.32044198895027,3.9591786548629,8.27184466019417,2.57699560025142,1060209,1373802,814919,809235
64,37,86,1028,138,119,116,159,22,67,174,39,339,120,113,443,146,40,115,112,381,3858,2021-11-29,701,1260,869,6661,8625,8202,8084,31572,13752,17703,16445,15975,63875,-6.06402482019461,-4.99008592200926,-0.497391726313234,2.44582435686225,-2.26294771383463,1060209,1373802,814919,809235
145,78,107,1324,166,177,188,146,14,306,315,86,494,175,212,530,216,116,137,224,553,5709,2021-11-30,1266,1710,1409,6662,8500,8022,7961,31145,13621,17346,16013,15934,62914,-4.26785457680702,-3.91137237169342,0.38793642848205,-0.150507964379787,-1.96417891655387,1060209,1373802,814919,809235
