Bjelovarsko.bilogorska,Brodsko.posavska,Dubrovačko.neretvanska,Grad.Zagreb,Istarska,Karlovačka,Koprivničko.križevačka,Krapinsko.zagorska,Ličko.senjska,Međimurska,Osječko.baranjska,Požeško.slavonska,Primorsko.goranska,Šibensko.kninska,Sisačko.moslavačka,Splitsko.dalmatinska,Varaždinska,Virovitičko.podravska,Vukovarsko.srijemska,Zadarska,Zagrebačka,Hrvatska,Datum,Panonska.Hrvatska,Jadranska.Hrvatska,Sjeverna.Hrvatska,Panonska.Hrvatska.7d,Jadranska.Hrvatska.7d,Sjeverna.Hrvatska.7d,Grad.Zagreb.7d,Hrvatska.7d,Panonska.Hrvatska.14d,Jadranska.Hrvatska.14d,Sjeverna.Hrvatska.14d,Grad.Zagreb.14d,Hrvatska.14d,Panonska.Hrvatska.diff,Jadranska.Hrvatska.diff,Sjeverna.Hrvatska.diff,Grad.Zagreb.diff,Hrvatska.diff,Panonska.Hrvatska.pop,Jadranska.Hrvatska.pop,Sjeverna.Hrvatska.pop,Grad.Zagreb.pop
0,5,4,13,4,3,1,1,0,6,3,0,8,3,3,9,2,5,3,16,7,96,2021-06-14,22,44,17,167,333,225,166,891,437,724,647,472,2280,-38.1481481481482,-14.8337595907928,-46.6824644549763,-45.7516339869281,-35.85313174946,1060209,1373802,814919,809235
0,4,5,26,3,3,4,3,0,7,5,0,8,5,1,13,10,4,10,24,11,146,2021-06-15,27,58,35,144,297,189,132,762,372,676,534,412,1994,-36.8421052631579,-21.6358839050132,-45.2173913043478,-52.8571428571429,-38.1493506493506,1060209,1373802,814919,809235
0,1,5,23,0,2,2,0,0,6,5,0,6,4,3,8,2,1,4,16,7,95,2021-06-16,16,39,17,123,275,154,121,673,338,642,465,364,1809,-42.7906976744186,-25.0681198910082,-50.4823151125402,-50.2057613168724,-40.7570422535211,1060209,1373802,814919,809235
0,2,9,14,0,0,3,2,1,11,2,2,14,6,2,8,6,2,1,20,8,113,2021-06-17,11,58,30,117,280,149,106,652,329,667,479,359,1834,-44.811320754717,-27.6485788113695,-54.8484848484848,-58.102766798419,-44.839255499154,1060209,1373802,814919,809235
1,3,3,10,1,0,1,0,0,7,5,0,3,5,0,5,6,3,1,26,4,84,2021-06-18,13,43,18,109,269,138,95,611,315,645,430,317,1707,-47.0873786407767,-28.4574468085106,-52.7397260273973,-57.2072072072072,-44.2518248175182,1060209,1373802,814919,809235
0,0,1,4,0,0,1,3,0,6,6,0,6,2,0,5,10,0,1,12,1,58,2021-06-19,7,26,21,104,272,143,91,610,284,627,404,293,1608,-42.2222222222222,-23.3802816901408,-45.2107279693487,-54.950495049505,-38.8777555110221,1060209,1373802,814919,809235
0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,2,1,11,2021-06-20,1,3,4,97,271,142,93,603,270,626,392,288,1576,-43.9306358381503,-23.6619718309859,-43.2,-52.3076923076923,-38.0267214799589,1060209,1373802,814919,809235
1,1,14,6,0,2,0,0,1,3,2,1,4,4,2,10,1,1,1,19,2,75,2021-06-21,11,52,6,86,279,131,86,582,253,612,356,252,1473,-48.502994011976,-16.2162162162162,-41.7777777777778,-48.1927710843374,-34.6801346801347,1060209,1373802,814919,809235
0,1,1,1,0,0,0,0,0,0,4,0,7,1,0,9,0,1,0,16,2,43,2021-06-22,6,34,2,65,255,98,61,479,209,552,287,193,1241,-54.8611111111111,-14.1414141414141,-48.1481481481482,-53.7878787878788,-37.1391076115486,1060209,1373802,814919,809235
0,0,6,10,0,1,2,2,1,4,5,0,14,7,2,4,4,0,5,34,0,101,2021-06-23,13,66,12,62,282,93,48,485,185,557,247,169,1158,-49.5934959349593,2.54545454545454,-39.6103896103896,-60.3305785123967,-27.9346210995542,1060209,1373802,814919,809235
2,6,7,10,0,5,4,0,2,11,0,0,12,5,1,2,3,2,4,42,0,118,2021-06-24,20,70,18,71,294,81,44,490,188,574,230,150,1142,-39.3162393162393,5,-45.6375838926174,-58.4905660377358,-24.8466257668712,1060209,1373802,814919,809235
1,1,2,8,1,0,0,3,1,2,0,1,12,0,1,4,6,1,5,34,3,86,2021-06-25,10,54,14,68,305,77,42,492,177,574,215,137,1103,-37.6146788990826,13.3828996282528,-44.2028985507246,-55.7894736842105,-19.4762684124386,1060209,1373802,814919,809235
0,1,4,2,0,0,3,0,0,6,4,0,4,1,0,2,8,0,2,6,2,45,2021-06-26,7,17,19,68,296,75,40,479,172,568,218,131,1089,-34.6153846153846,8.8235294117647,-47.5524475524476,-56.043956043956,-21.4754098360656,1060209,1373802,814919,809235
0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,3,3,0,0,0,0,14,2021-06-27,1,7,3,68,300,74,40,482,165,571,216,133,1085,-29.8969072164948,10.7011070110701,-47.887323943662,-56.989247311828,-20.0663349917081,1060209,1373802,814919,809235
1,0,1,6,0,0,0,2,1,1,2,0,9,4,0,6,1,1,1,33,1,70,2021-06-28,5,54,5,62,302,73,40,477,148,581,204,126,1059,-27.9069767441861,8.24372759856631,-44.2748091603053,-53.4883720930233,-18.0412371134021,1060209,1373802,814919,809235
1,2,4,9,1,3,3,1,1,15,2,0,19,6,1,8,10,1,3,43,3,136,2021-06-29,13,82,32,69,350,103,48,570,134,605,201,109,1049,6.15384615384615,37.2549019607843,5.10204081632653,-21.3114754098361,18.9979123173278,1060209,1373802,814919,809235
0,1,2,20,0,1,0,2,1,9,3,2,14,5,0,4,6,1,3,27,2,103,2021-06-30,11,53,19,67,337,110,58,572,129,619,203,106,1057,8.06451612903225,19.5035460992908,18.2795698924731,20.8333333333333,17.9381443298969,1060209,1373802,814919,809235
0,1,2,7,0,1,3,0,1,0,3,0,10,3,1,4,1,0,7,46,2,92,2021-07-01,13,66,6,60,333,98,55,546,131,627,179,99,1036,-15.4929577464789,13.265306122449,20.9876543209877,25,11.4285714285714,1060209,1373802,814919,809235
0,0,2,14,1,0,3,0,0,1,5,0,23,6,0,5,3,3,4,40,4,114,2021-07-02,12,77,11,62,356,95,61,574,130,661,172,103,1066,-8.82352941176471,16.7213114754098,23.3766233766234,45.2380952380952,16.6666666666667,1060209,1373802,814919,809235
0,2,3,4,0,0,0,0,1,2,4,0,11,4,2,3,3,0,1,16,0,56,2021-07-03,9,38,5,64,377,81,63,585,132,673,156,103,1064,-5.88235294117647,27.3648648648649,8.00000000000001,57.5,22.1294363256785,1060209,1373802,814919,809235
1,0,1,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,9,2021-07-04,2,4,0,65,374,78,63,580,133,674,152,103,1062,-4.41176470588235,24.6666666666667,5.40540540540539,57.5,20.3319502074689,1060209,1373802,814919,809235
0,0,8,14,0,0,1,0,2,2,4,1,22,7,2,6,2,0,3,20,2,96,2021-07-05,10,65,7,70,385,80,71,606,132,687,153,111,1083,12.9032258064516,27.4834437086093,9.5890410958904,77.5,27.0440251572327,1060209,1373802,814919,809235
0,1,9,19,0,1,2,1,1,8,8,1,15,7,1,10,5,0,3,43,6,141,2021-07-06,15,85,22,72,388,70,81,611,141,738,173,129,1181,4.34782608695652,10.8571428571429,-32.0388349514563,68.75,7.19298245614035,1060209,1373802,814919,809235
0,2,5,6,0,0,4,0,6,0,6,0,18,15,1,9,2,0,1,33,2,110,2021-07-07,10,86,8,71,421,59,67,618,138,758,169,125,1190,5.97014925373134,24.9258160237389,-46.3636363636364,15.5172413793103,8.04195804195804,1060209,1373802,814919,809235
0,0,10,9,0,0,5,4,0,0,8,1,1,8,2,10,0,0,5,23,1,87,2021-07-08,16,52,10,74,407,63,69,613,134,740,161,124,1159,23.3333333333333,22.2222222222222,-35.7142857142857,25.4545454545455,12.2710622710623,1060209,1373802,814919,809235
0,0,6,6,0,2,1,3,0,2,4,1,6,9,2,13,0,0,2,28,3,88,2021-07-09,11,62,9,73,392,61,61,587,135,748,156,122,1161,17.741935483871,10.1123595505618,-35.7894736842105,0,2.26480836236933,1060209,1373802,814919,809235
0,0,7,5,2,5,4,0,0,3,3,0,8,0,0,5,1,0,3,12,0,58,2021-07-10,11,34,8,75,388,64,62,589,139,765,145,125,1174,17.1875,2.91777188328912,-20.9876543209877,-1.58730158730159,0.683760683760681,1060209,1373802,814919,809235
0,0,3,3,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,1,1,15,2021-07-11,4,7,1,77,391,65,62,595,142,765,143,125,1175,18.4615384615385,4.54545454545454,-16.6666666666667,-1.58730158730159,2.58620689655173,1060209,1373802,814919,809235
0,0,10,8,0,2,5,2,1,1,0,0,5,14,1,12,3,0,2,15,2,83,2021-07-12,5,57,13,72,383,71,56,582,142,768,151,127,1188,2.85714285714285,-0.51948051948052,-11.25,-21.1267605633803,-3.96039603960396,1060209,1373802,814919,809235
2,1,9,13,1,2,2,0,0,4,5,1,5,9,8,32,3,0,5,51,2,155,2021-07-13,24,107,11,81,405,60,50,596,153,793,130,131,1207,12.5,4.38144329896908,-14.2857142857143,-38.2716049382716,-2.45499181669394,1060209,1373802,814919,809235
1,0,15,17,1,0,9,0,0,2,10,0,6,13,1,29,4,1,4,26,0,139,2021-07-14,17,90,15,88,409,67,61,625,159,830,126,128,1243,23.943661971831,-2.85035629453682,13.5593220338983,-8.95522388059702,1.13268608414239,1060209,1373802,814919,809235
1,0,9,14,1,2,2,1,1,1,4,0,10,8,4,36,2,0,3,28,4,131,2021-07-15,14,93,10,86,450,67,66,669,160,857,130,135,1282,16.2162162162162,10.5651105651106,6.34920634920635,-4.34782608695652,9.13539967373573,1060209,1373802,814919,809235
1,2,10,18,0,2,6,2,0,2,4,0,8,12,0,38,1,0,2,30,1,139,2021-07-16,11,98,12,86,486,70,78,720,159,878,131,139,1307,17.8082191780822,23.9795918367347,14.7540983606557,27.8688524590164,22.6575809199319,1060209,1373802,814919,809235
2,1,2,15,1,0,0,0,1,0,1,0,4,2,2,51,2,0,7,16,0,107,2021-07-17,13,77,2,88,529,64,88,769,163,917,128,150,1358,17.3333333333333,36.340206185567,0,41.9354838709678,30.5602716468591,1060209,1373802,814919,809235
0,1,2,11,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,18,2021-07-18,2,5,0,86,527,63,96,772,163,918,128,158,1367,11.6883116883117,34.7826086956522,-3.07692307692308,54.8387096774194,29.7478991596639,1060209,1373802,814919,809235
0,1,15,22,1,3,4,1,1,3,6,2,7,11,0,34,2,0,4,26,3,146,2021-07-19,16,95,13,97,565,63,110,835,169,948,134,166,1417,34.7222222222222,47.5195822454308,-11.2676056338028,96.4285714285714,43.4707903780069,1060209,1373802,814919,809235
2,0,13,33,1,2,6,2,0,0,6,0,5,12,2,54,9,0,2,36,6,191,2021-07-20,14,121,23,87,579,75,130,871,168,984,135,180,1467,7.40740740740742,42.962962962963,25,160,46.1409395973154,1060209,1373802,814919,809235
1,1,20,24,0,1,8,0,0,3,2,0,7,14,1,48,2,1,3,36,7,179,2021-07-21,10,125,20,80,614,80,137,911,168,1023,147,198,1536,-9.09090909090909,50.122249388753,19.4029850746269,124.590163934426,45.76,1060209,1373802,814919,809235
2,1,20,27,0,3,1,1,3,1,2,3,6,6,3,48,2,0,2,34,11,176,2021-07-22,16,117,16,82,638,86,150,956,168,1088,153,216,1625,-4.65116279069767,41.7777777777778,28.3582089552239,127.272727272727,42.8998505231689,1060209,1373802,814919,809235
2,2,29,22,1,0,13,0,6,0,2,0,20,7,2,52,2,0,2,21,8,191,2021-07-23,10,136,23,81,676,97,154,1008,167,1162,167,232,1728,-5.81395348837209,39.0946502057613,38.5714285714286,97.4358974358974,40,1060209,1373802,814919,809235
2,2,12,16,0,2,2,0,0,2,5,0,7,1,3,43,3,0,1,20,4,125,2021-07-24,15,83,11,83,682,106,155,1026,171,1211,170,243,1795,-5.68181818181818,28.9224952741021,65.625,76.1363636363636,33.4200260078023,1060209,1373802,814919,809235
0,0,1,9,1,0,0,0,0,1,0,0,3,2,0,7,0,0,1,1,1,27,2021-07-25,1,15,2,82,692,108,153,1035,168,1219,171,249,1807,-4.65116279069767,31.3092979127135,71.4285714285714,59.375,34.0673575129534,1060209,1373802,814919,809235
4,3,36,38,2,2,1,0,1,1,6,1,8,7,5,41,0,1,4,25,7,193,2021-07-26,26,120,9,92,717,104,169,1082,189,1282,167,279,1917,-5.15463917525774,26.9026548672566,65.0793650793651,53.6363636363636,29.5808383233533,1060209,1373802,814919,809235
3,11,24,39,1,2,4,1,2,0,3,0,6,14,1,45,2,0,3,32,5,198,2021-07-27,23,124,12,101,720,93,175,1089,188,1299,168,305,1960,16.0919540229885,24.3523316062176,24,34.6153846153846,25.0287026406429,1060209,1373802,814919,809235
1,1,35,35,1,0,0,0,0,0,5,0,11,7,3,38,6,1,3,26,15,188,2021-07-28,14,118,21,105,713,94,186,1098,185,1327,174,323,2009,31.25,16.1237785016287,17.5,35.7664233576642,20.5268935236004,1060209,1373802,814919,809235
2,0,18,47,4,2,3,1,3,2,6,0,5,7,0,42,6,0,2,7,13,170,2021-07-29,12,86,25,101,682,103,206,1092,183,1320,189,356,2048,23.1707317073171,6.89655172413792,19.7674418604651,37.3333333333333,14.2259414225941,1060209,1373802,814919,809235
2,1,22,57,5,5,5,3,3,4,1,1,8,9,2,48,3,3,5,16,15,218,2021-07-30,20,111,30,111,657,110,241,1119,192,1333,207,395,2127,37.037037037037,-2.81065088757396,13.4020618556701,56.4935064935065,11.0119047619048,1060209,1373802,814919,809235
1,1,22,24,5,3,7,1,2,1,1,0,8,1,2,40,1,1,1,15,6,143,2021-07-31,10,93,16,106,667,115,249,1137,189,1349,221,404,2163,27.710843373494,-2.19941348973607,8.49056603773586,60.6451612903226,10.8187134502924,1060209,1373802,814919,809235
0,0,3,11,1,1,0,0,0,0,1,0,1,2,0,4,0,0,0,3,2,29,2021-08-01,2,14,2,107,666,115,251,1139,189,1358,223,404,2174,30.4878048780488,-3.75722543352601,6.48148148148149,64.0522875816993,10.048309178744,1060209,1373802,814919,809235
0,1,29,40,1,0,1,1,2,1,3,2,3,8,8,41,1,0,2,28,14,186,2021-08-02,16,112,18,97,658,124,253,1132,189,1375,228,422,2214,5.43478260869565,-8.22873082287309,19.2307692307692,49.7041420118343,4.62107208872458,1060209,1373802,814919,809235
2,2,19,59,5,3,3,5,3,1,6,1,7,17,10,61,7,0,1,38,21,271,2021-08-03,25,150,37,99,684,149,273,1205,200,1404,242,448,2294,-1.98019801980198,-5,60.2150537634408,56,10.6519742883379,1060209,1373802,814919,809235
2,1,20,59,6,2,4,1,0,0,12,1,7,9,4,52,7,1,1,40,18,247,2021-08-04,24,134,30,109,700,158,297,1264,214,1413,252,483,2362,3.80952380952382,-1.82328190743338,68.0851063829787,59.6774193548387,15.1183970856102,1060209,1373802,814919,809235
1,3,4,10,5,2,0,1,2,0,2,0,6,2,1,56,0,0,1,6,6,108,2021-08-05,10,81,7,107,695,140,260,1202,208,1377,243,466,2294,5.94059405940595,1.90615835777126,35.9223300970874,26.2135922330097,10.0732600732601,1060209,1373802,814919,809235
3,2,24,50,1,2,2,3,4,1,6,1,10,9,2,52,6,0,0,35,20,233,2021-08-06,16,135,32,103,719,142,253,1217,214,1376,252,494,2336,-7.20720720720721,9.43683409436835,29.0909090909091,4.9792531120332,8.75781948168006,1060209,1373802,814919,809235
4,0,16,39,5,2,0,1,4,3,4,1,8,5,1,66,5,0,3,28,18,213,2021-08-07,15,132,27,108,758,153,268,1287,214,1425,268,517,2424,1.88679245283019,13.6431784107946,33.0434782608696,7.63052208835342,13.1926121372032,1060209,1373802,814919,809235
2,0,8,13,4,0,0,0,0,1,0,0,4,1,1,6,1,0,0,0,3,44,2021-08-08,3,23,5,109,767,156,270,1302,216,1433,271,521,2441,1.86915887850467,15.1651651651652,35.6521739130435,7.56972111553784,14.3107989464442,1060209,1373802,814919,809235
1,8,23,44,0,4,3,4,7,4,7,2,6,16,7,70,1,0,3,20,16,246,2021-08-09,32,142,28,125,797,166,274,1362,222,1455,290,527,2494,28.8659793814433,21.1246200607903,33.8709677419355,8.30039525691699,20.3180212014134,1060209,1373802,814919,809235
5,7,9,96,7,8,10,6,6,9,16,1,11,20,14,79,4,0,1,33,39,381,2021-08-10,52,165,68,152,812,197,311,1472,251,1496,346,584,2677,53.5353535353535,18.7134502923977,32.2147651006711,13.9194139194139,22.1576763485477,1060209,1373802,814919,809235
5,6,12,92,10,2,3,1,7,4,7,0,11,33,3,69,5,0,1,28,34,333,2021-08-11,24,170,47,152,848,214,344,1558,261,1548,372,641,2822,39.4495412844037,21.1428571428572,35.4430379746835,15.8249158249158,23.2594936708861,1060209,1373802,814919,809235
5,9,6,85,7,8,7,4,4,4,11,2,11,19,6,65,4,2,2,24,23,308,2021-08-12,45,136,42,187,903,249,419,1758,294,1598,389,679,2960,74.7663551401869,29.9280575539568,77.8571428571428,61.1538461538462,46.2562396006656,1060209,1373802,814919,809235
2,13,19,91,8,9,3,2,10,2,10,3,16,20,6,78,13,1,2,25,34,367,2021-08-13,46,176,54,217,944,271,460,1892,320,1663,413,713,3109,110.679611650485,31.2934631432545,90.8450704225352,81.8181818181818,55.4642563681183,1060209,1373802,814919,809235
6,3,7,78,4,8,4,5,9,8,9,4,15,3,2,70,16,2,5,20,20,298,2021-08-14,39,128,53,241,940,297,499,1977,349,1698,450,767,3264,123.148148148148,24.0105540897098,94.1176470588235,86.1940298507463,53.6130536130536,1060209,1373802,814919,809235
0,0,2,16,6,0,0,0,0,1,2,0,0,1,0,12,0,0,1,2,3,46,2021-08-15,3,23,4,241,940,296,502,1979,350,1707,452,772,3281,121.100917431193,22.5554106910039,89.7435897435897,85.9259259259259,51.9969278033794,1060209,1373802,814919,809235
2,6,13,112,8,6,7,0,2,1,6,8,9,9,10,85,1,0,3,21,32,341,2021-08-16,41,147,41,250,945,309,570,2074,375,1742,475,844,3436,100,18.5696361355081,86.144578313253,108.029197080292,52.2760646108664,1060209,1373802,814919,809235
15,19,18,101,11,13,17,10,7,9,20,1,15,17,18,130,11,1,4,35,52,524,2021-08-17,91,233,99,289,1013,340,575,2217,441,1825,537,886,3689,90.1315789473684,24.7536945812808,72.5888324873096,84.887459807074,50.6114130434783,1060209,1373802,814919,809235
12,12,11,128,10,14,9,7,5,8,19,0,7,29,4,136,10,3,8,27,27,486,2021-08-18,72,225,61,337,1068,354,611,2370,489,1916,568,955,3928,121.710526315789,25.9433962264151,65.4205607476636,77.6162790697674,52.1181001283697,1060209,1373802,814919,809235
14,17,12,116,8,11,8,8,6,3,17,4,13,5,6,131,4,4,13,27,41,468,2021-08-19,86,202,64,378,1134,376,642,2530,565,2037,625,1061,4288,102.139037433155,25.5813953488372,51.004016064257,53.2219570405728,43.9135381114903,1060209,1373802,814919,809235
23,11,13,103,7,20,8,11,4,3,30,4,15,17,10,147,10,6,17,21,25,505,2021-08-20,121,224,57,453,1182,379,654,2668,670,2126,650,1114,4560,108.755760368664,25.2118644067797,39.8523985239852,42.1739130434783,41.014799154334,1060209,1373802,814919,809235
14,21,7,76,4,13,5,4,4,8,26,3,17,3,4,101,8,9,5,18,23,373,2021-08-21,95,154,48,509,1208,374,652,2743,750,2148,671,1151,4720,111.203319502075,28.5106382978723,25.9259259259259,30.6613226452906,38.745574102175,1060209,1373802,814919,809235
1,7,2,30,1,0,0,0,0,0,1,0,3,1,0,15,1,7,0,1,3,73,2021-08-22,16,23,4,522,1208,374,666,2770,763,2148,670,1168,4749,116.597510373444,28.5106382978723,26.3513513513514,32.6693227091633,39.9696816574027,1060209,1373802,814919,809235
6,13,13,109,4,3,6,7,4,5,24,0,19,16,12,154,7,1,5,27,35,470,2021-08-23,64,237,60,545,1298,393,663,2899,795,2243,702,1233,4973,118,37.3544973544974,27.1844660194175,16.3157894736842,39.778206364513,1060209,1373802,814919,809235
30,12,12,140,1,26,16,6,4,11,35,1,18,14,13,190,17,5,12,42,72,677,2021-08-24,134,281,122,588,1346,416,702,3052,877,2359,756,1277,5269,103.460207612457,32.8726554787759,22.3529411764706,22.0869565217391,37.6635092467298,1060209,1373802,814919,809235
18,22,19,111,16,32,8,10,4,14,33,1,19,22,18,184,9,14,20,33,31,638,2021-08-25,158,297,72,674,1418,427,685,3204,1011,2486,781,1296,5574,100,32.7715355805243,20.6214689265537,12.1112929623568,35.1898734177215,1060209,1373802,814919,809235
32,24,14,98,8,33,7,3,6,1,32,6,18,8,9,170,14,16,18,28,51,596,2021-08-26,170,252,76,758,1468,439,667,3332,1136,2602,815,1309,5862,100.529100529101,29.4532627865961,16.7553191489362,3.89408099688473,31.699604743083,1060209,1373802,814919,809235
18,19,14,122,7,26,4,10,5,7,47,7,14,13,5,159,8,16,19,29,46,595,2021-08-27,157,241,75,794,1485,457,686,3422,1247,2667,836,1340,6090,75.2759381898455,25.6345177664975,20.5804749340369,4.89296636085628,28.2608695652174,1060209,1373802,814919,809235
9,17,5,89,2,13,3,10,3,5,32,1,5,2,5,121,11,4,9,14,17,377,2021-08-28,90,152,46,789,1483,455,699,3426,1298,2691,829,1351,6169,55.0098231827112,22.7649006622517,21.6577540106952,7.20858895705521,24.8997448049581,1060209,1373802,814919,809235
1,3,12,35,3,1,0,0,1,1,4,0,1,1,4,20,6,9,1,25,11,139,2021-08-29,23,63,18,796,1523,469,704,3492,1318,2731,843,1370,6262,52.4904214559387,26.0761589403973,25.4010695187166,5.7057057057057,26.0649819494585,1060209,1373802,814919,809235
6,26,33,147,7,6,4,11,5,10,35,6,23,31,3,197,9,1,11,43,54,668,2021-08-30,94,339,88,826,1625,497,742,3690,1371,2923,890,1405,6589,51.5596330275229,25.1926040061633,26.4631043256997,11.9155354449472,27.2852707830286,1060209,1373802,814919,809235
27,24,19,166,14,15,17,17,11,7,62,8,26,2,14,221,16,4,29,43,63,805,2021-08-31,183,336,120,875,1680,495,768,3818,1463,3026,911,1470,6870,48.8095238095238,24.81426448737,18.9903846153846,9.40170940170941,25.0982961992136,1060209,1373802,814919,809235
21,23,36,185,10,32,17,8,10,9,39,4,31,18,16,180,18,26,12,43,60,798,2021-09-01,173,328,112,890,1711,535,842,3978,1564,3129,962,1527,7182,32.0474777448071,20.6629055007052,25.2927400468384,22.9197080291971,24.1573033707865,1060209,1373802,814919,809235
23,30,13,182,7,27,10,18,9,7,30,13,44,21,14,178,33,16,29,37,75,816,2021-09-02,182,309,143,902,1768,602,926,4198,1660,3236,1041,1593,7530,18.9973614775726,20.4359673024523,37.129840546697,38.8305847076462,25.9903961584634,1060209,1373802,814919,809235
13,38,33,172,9,42,7,7,14,5,34,6,82,25,17,184,20,13,21,47,93,882,2021-09-03,184,394,132,929,1921,659,976,4485,1723,3406,1116,1662,7907,17.0025188916877,29.3602693602694,44.2013129102845,42.2740524781341,31.0637054354179,1060209,1373802,814919,809235
18,18,19,107,5,9,6,14,12,2,33,9,62,3,4,131,23,3,5,29,27,539,2021-09-04,99,261,72,938,2030,685,994,4647,1727,3513,1140,1693,8073,18.8846641318124,36.8846931894808,50.5494505494505,42.2031473533619,35.6392294220665,1060209,1373802,814919,809235
4,12,5,52,10,5,1,2,1,0,5,0,5,1,2,16,8,40,0,3,12,184,2021-09-05,68,41,23,983,2008,690,1011,4692,1779,3531,1159,1715,8184,23.4924623115578,31.8450426789232,47.1215351812367,43.6079545454545,34.3642611683849,1060209,1373802,814919,809235
12,28,24,176,5,21,6,22,4,5,31,9,56,11,13,152,19,8,11,28,63,704,2021-09-06,133,280,115,1022,1949,717,1040,4728,1848,3574,1214,1782,8418,23.728813559322,19.9384615384615,44.2655935613682,40.1617250673854,28.130081300813,1060209,1373802,814919,809235
49,53,46,223,18,54,34,21,17,15,84,19,60,20,23,209,42,34,28,52,136,1237,2021-09-07,344,422,248,1183,2035,845,1097,5160,2058,3715,1340,1865,8978,35.2,21.1309523809524,70.7070707070707,42.8385416666667,35.1492928234678,1060209,1373802,814919,809235
17,47,56,186,20,19,22,28,3,11,43,7,45,21,15,172,27,32,17,52,101,941,2021-09-08,197,369,189,1207,2076,922,1098,5303,2097,3787,1457,1940,9281,35.6179775280899,21.3325540619521,72.3364485981308,30.4038004750594,33.308195072901,1060209,1373802,814919,809235
21,35,51,228,18,28,33,36,13,12,42,20,63,13,13,173,30,23,20,55,115,1042,2021-09-09,202,386,226,1227,2153,1005,1144,5529,2129,3921,1607,2070,9727,36.0310421286031,21.7760180995475,66.9435215946844,23.5421166306695,31.7055740828966,1060209,1373802,814919,809235
25,31,62,226,16,50,35,18,14,15,49,16,73,25,27,206,65,16,20,61,112,1162,2021-09-10,234,457,245,1277,2216,1118,1198,5809,2206,4137,1777,2174,10294,37.45963401507,15.3565851119209,69.6509863429438,22.7459016393443,29.520624303233,1060209,1373802,814919,809235
31,28,39,169,18,13,18,15,6,5,39,12,37,9,4,216,23,20,22,31,52,807,2021-09-11,169,356,113,1347,2311,1159,1260,6077,2285,4341,1844,2254,10724,43.6034115138593,13.8423645320197,69.1970802919708,26.7605633802817,30.772541424575,1060209,1373802,814919,809235
3,7,2,74,6,0,0,2,0,0,7,0,8,0,2,13,10,23,0,1,9,167,2021-09-12,42,30,21,1321,2300,1157,1282,6060,2304,4308,1847,2293,10752,34.3845371312309,14.5418326693227,67.6811594202898,26.8051434223541,29.156010230179,1060209,1373802,814919,809235
7,23,78,244,8,19,20,19,6,19,30,12,55,26,14,213,26,1,18,45,91,974,2021-09-13,124,431,175,1312,2451,1217,1350,6330,2334,4400,1934,2390,11058,28.3757338551859,25.7567983581324,69.7350069735007,29.8076923076923,33.8832487309645,1060209,1373802,814919,809235
54,36,75,392,33,37,78,50,17,29,101,26,111,59,30,310,76,28,44,63,186,1835,2021-09-14,356,668,419,1324,2697,1388,1519,6928,2507,4732,2233,2616,12088,11.9188503803888,32.5307125307125,64.2603550295858,38.4685505925251,34.2635658914729,1060209,1373802,814919,809235
17,46,63,329,37,27,52,24,13,19,55,19,71,36,27,239,48,1,30,77,139,1369,2021-09-15,222,536,282,1349,2864,1481,1662,7356,2556,4940,2403,2760,12659,11.7647058823529,37.9576107899807,60.6290672451193,51.3661202185792,38.7139355082029,1060209,1373802,814919,809235
27,50,55,316,27,39,43,26,17,21,77,25,66,29,19,227,58,45,32,57,138,1394,2021-09-16,314,478,286,1461,2956,1541,1750,7708,2688,5109,2546,2894,13237,19.0709046454768,37.2967951695309,53.3333333333333,52.972027972028,39.4103816241635,1060209,1373802,814919,809235
27,41,48,321,31,75,33,28,17,12,84,20,89,52,29,230,68,25,30,58,137,1455,2021-09-17,331,525,278,1558,3024,1574,1845,8001,2835,5240,2692,3043,13810,22.0046985121378,36.4620938628159,40.7871198568873,54.0066777963272,37.7345498364607,1060209,1373802,814919,809235
27,46,24,217,26,15,11,26,11,9,57,17,46,6,7,178,22,14,26,28,62,875,2021-09-18,209,319,130,1598,2987,1591,1893,8069,2945,5298,2750,3153,14146,18.634001484781,29.2514063176114,37.2735116479724,50.2380952380952,32.779331907191,1060209,1373802,814919,809235
4,15,3,149,2,1,2,3,0,1,7,0,3,0,3,16,13,18,0,3,21,264,2021-09-19,48,27,40,1604,2984,1610,1968,8166,2925,5284,2767,3250,14226,21.4231642694928,29.7391304347826,39.1529818496111,53.5101404056162,34.7524752475248,1060209,1373802,814919,809235
12,27,53,272,10,29,44,23,7,15,52,37,72,26,27,131,54,3,21,31,91,1037,2021-09-20,208,330,227,1688,2883,1662,1996,8229,3000,5334,2879,3346,14559,28.6585365853659,17.625458996328,36.5653245686113,47.8518518518519,30,1060209,1373802,814919,809235
53,57,53,437,27,46,58,43,14,29,89,31,85,42,33,319,46,10,56,65,219,1812,2021-09-21,375,605,395,1707,2820,1638,2041,8206,3031,5517,3026,3560,15134,28.9274924471299,4.56062291434927,18.0115273775216,34.3647136273864,18.4468822170901,1060209,1373802,814919,809235
