Bjelovarsko.bilogorska,Brodsko.posavska,Dubrovačko.neretvanska,Grad.Zagreb,Istarska,Karlovačka,Koprivničko.križevačka,Krapinsko.zagorska,Ličko.senjska,Međimurska,Osječko.baranjska,Požeško.slavonska,Primorsko.goranska,Šibensko.kninska,Sisačko.moslavačka,Splitsko.dalmatinska,Varaždinska,Virovitičko.podravska,Vukovarsko.srijemska,Zadarska,Zagrebačka,Hrvatska,Datum
5,9,15,94,7,6,4,5,1,8,29,7,104,14,22,69,9,2,8,6,16,440,2022-05-09
13,16,45,209,18,14,13,9,4,34,51,11,116,19,32,161,56,2,7,25,105,960,2022-05-10
19,12,48,152,14,11,8,5,3,18,23,6,74,16,21,96,13,13,11,17,57,637,2022-05-11
10,23,25,269,11,11,7,8,2,11,25,8,88,14,22,105,16,4,4,16,47,726,2022-05-12
3,11,26,140,11,16,2,8,1,11,32,6,69,7,8,112,13,10,5,15,37,543,2022-05-13
6,5,12,83,9,6,3,5,2,15,11,5,38,4,20,69,20,1,3,7,21,345,2022-05-14
0,2,0,15,4,0,0,0,0,0,3,0,4,0,0,6,2,2,0,0,4,42,2022-05-15
4,13,35,81,6,3,4,7,4,6,22,1,67,16,10,67,7,2,6,7,38,406,2022-05-16
4,15,40,217,11,15,10,8,4,19,20,6,95,25,15,150,27,7,4,17,64,773,2022-05-17
18,3,22,134,3,7,10,3,3,7,26,4,56,9,14,89,13,0,2,9,36,468,2022-05-18
4,8,23,125,9,8,3,5,0,6,20,0,48,8,10,88,11,1,1,14,34,426,2022-05-19
2,9,32,137,3,12,3,1,3,7,24,2,49,10,13,102,9,4,3,11,26,462,2022-05-20
1,2,17,65,2,2,0,4,0,1,8,2,25,2,3,46,5,2,4,3,11,205,2022-05-21
1,1,1,12,1,1,0,1,0,0,5,0,0,1,0,6,0,2,0,0,5,37,2022-05-22
0,4,27,65,4,2,1,4,1,2,9,1,56,12,10,40,4,3,0,4,23,272,2022-05-23
4,13,53,158,5,17,2,3,4,2,20,3,59,14,18,120,17,0,8,19,48,587,2022-05-24
5,9,32,126,2,7,3,4,3,7,26,1,50,7,10,51,18,3,6,21,30,421,2022-05-25
7,4,25,65,3,9,3,0,0,7,16,0,38,8,13,84,3,0,4,15,21,325,2022-05-26
6,5,21,115,19,8,0,3,1,4,17,1,41,6,8,55,2,1,0,8,34,355,2022-05-27
3,2,22,41,0,5,1,1,2,6,2,1,30,1,4,39,10,0,0,9,9,188,2022-05-28
1,3,1,12,0,1,0,1,0,0,5,0,3,0,2,3,0,0,0,0,4,36,2022-05-29
0,0,6,11,3,0,0,0,0,1,4,0,4,0,2,10,1,2,0,1,2,47,2022-05-30
3,3,36,43,3,3,0,2,0,2,11,0,32,2,5,39,4,2,2,3,11,206,2022-05-31
12,6,34,84,8,5,5,2,4,13,19,0,63,14,12,118,16,0,3,17,51,486,2022-06-01
5,5,33,131,4,8,2,0,2,3,13,1,29,9,17,88,10,0,1,17,27,405,2022-06-02
4,5,20,42,2,4,4,2,1,13,6,1,47,13,3,50,12,0,1,10,27,267,2022-06-03
2,1,22,55,0,2,0,3,0,5,6,0,21,0,4,31,13,0,1,9,7,182,2022-06-04
0,2,2,13,0,1,0,0,0,0,5,0,2,1,0,0,0,0,1,1,2,30,2022-06-05
3,5,29,43,4,3,1,2,2,3,4,3,27,1,9,33,1,1,3,3,22,202,2022-06-06
4,5,26,122,11,10,1,5,0,7,17,3,41,18,11,77,16,0,2,11,37,424,2022-06-07
6,1,41,75,5,6,0,2,3,4,6,1,47,12,4,69,13,1,2,4,30,332,2022-06-08
4,2,27,73,3,3,1,3,0,2,13,1,20,6,5,79,8,2,3,7,23,285,2022-06-09
2,4,36,57,5,4,0,4,4,4,8,1,37,7,5,78,8,0,2,6,21,293,2022-06-10
1,4,19,49,7,3,2,1,0,1,6,0,29,12,5,48,2,0,1,7,7,204,2022-06-11
0,1,1,5,1,0,0,1,0,0,4,1,1,1,0,0,2,0,0,0,1,19,2022-06-12
1,2,49,49,3,2,0,0,4,0,12,0,27,9,1,55,3,2,1,10,13,243,2022-06-13
2,3,51,130,5,12,4,1,1,8,22,1,56,23,9,135,15,0,6,23,40,547,2022-06-14
7,3,45,93,5,5,1,7,2,6,17,1,48,26,7,93,9,1,3,13,30,422,2022-06-15
0,1,6,10,1,0,0,0,0,0,2,1,0,0,1,34,2,0,0,9,1,68,2022-06-16
10,4,55,99,7,2,1,1,4,1,18,1,74,19,4,78,8,4,5,4,32,431,2022-06-17
5,1,26,101,15,10,1,2,0,8,18,0,47,8,3,80,10,1,3,12,22,373,2022-06-18
1,0,4,6,4,1,0,0,1,0,1,0,6,1,2,1,1,0,0,0,0,29,2022-06-19
10,3,51,77,10,4,2,1,3,2,5,1,68,25,2,93,4,0,0,10,26,397,2022-06-20
6,6,46,212,17,8,2,11,4,14,24,4,100,42,13,209,19,0,7,31,59,834,2022-06-21
5,4,8,52,1,1,1,0,0,0,14,0,14,1,2,47,3,0,1,15,6,175,2022-06-22
16,7,48,161,14,14,1,4,4,17,25,3,93,25,20,83,21,0,6,10,40,612,2022-06-23
8,11,76,256,13,14,4,4,7,23,52,2,162,57,28,239,23,1,10,25,72,1087,2022-06-24
3,5,31,111,8,10,3,5,2,17,39,1,40,4,8,87,10,1,12,13,27,437,2022-06-25
1,1,0,12,1,0,1,0,0,0,6,0,5,1,0,0,1,0,0,0,2,31,2022-06-26
7,7,54,170,15,9,3,6,3,9,32,4,84,39,27,142,9,0,2,6,34,662,2022-06-27
10,11,62,277,29,24,8,6,5,1,63,7,169,58,46,261,1,0,21,51,87,1197,2022-06-28
28,20,56,252,15,16,4,9,2,75,55,1,127,36,20,304,18,2,9,36,63,1148,2022-06-29
22,9,44,282,25,24,1,7,4,5,39,4,120,35,25,236,42,0,13,35,75,1047,2022-06-30
9,30,36,206,23,12,4,12,5,52,46,3,167,38,36,269,17,1,22,38,52,1078,2022-07-01
6,26,60,258,9,6,0,6,2,24,41,2,115,9,11,141,15,2,10,24,46,813,2022-07-02
1,1,6,14,2,1,0,0,3,0,10,0,15,2,0,0,0,1,0,0,1,57,2022-07-03
8,10,35,182,20,6,4,7,5,26,45,4,144,29,41,173,9,3,16,7,38,812,2022-07-04
10,49,77,366,51,49,6,12,11,5,97,6,298,77,40,373,40,7,47,54,119,1794,2022-07-05
32,40,35,313,49,24,3,11,10,72,70,3,186,44,51,301,40,1,19,62,88,1454,2022-07-06
34,23,52,372,27,32,4,19,4,1,70,6,173,28,25,267,40,7,20,33,112,1349,2022-07-07
17,43,49,330,37,37,6,9,14,65,78,4,231,43,39,249,23,6,43,64,101,1488,2022-07-08
16,19,45,218,26,13,1,9,0,27,38,0,96,5,13,125,19,3,1,35,48,757,2022-07-09
0,0,6,19,5,1,0,1,0,0,8,0,10,1,2,2,1,0,0,1,7,64,2022-07-10
9,47,44,213,27,6,4,4,5,15,51,5,145,55,28,232,7,2,28,36,49,1012,2022-07-11
16,27,95,389,70,36,5,8,16,0,108,10,286,87,41,336,42,4,33,75,124,1808,2022-07-12
33,57,71,354,62,36,3,18,18,93,74,2,268,46,60,362,44,1,23,47,91,1763,2022-07-13
25,36,65,435,36,36,5,9,4,6,93,11,250,35,47,342,35,1,31,51,101,1654,2022-07-14
21,35,57,342,48,47,2,12,9,103,77,11,285,38,45,321,36,2,21,55,87,1654,2022-07-15
6,14,37,275,33,22,2,10,1,42,52,3,184,2,12,150,34,9,17,26,48,979,2022-07-16
2,0,9,23,5,2,0,0,2,0,6,0,20,2,0,0,0,1,1,4,3,80,2022-07-17
7,20,61,242,40,19,2,10,12,45,63,4,161,33,63,212,39,2,25,27,64,1151,2022-07-18
51,18,84,410,108,63,9,19,17,2,142,14,407,62,75,450,38,4,47,79,140,2239,2022-07-19
28,17,58,371,76,61,2,6,8,193,67,6,292,31,58,284,39,2,25,53,116,1793,2022-07-20
47,73,69,286,69,55,6,18,8,1,94,9,230,27,38,268,38,7,20,42,86,1491,2022-07-21
26,42,66,372,73,31,1,13,9,143,66,3,287,2,44,266,35,0,36,40,99,1654,2022-07-22
12,18,25,307,43,38,5,13,3,84,51,1,192,8,18,110,37,4,9,38,60,1076,2022-07-23
3,3,7,18,6,0,0,0,0,1,10,1,26,4,5,2,2,0,0,1,8,97,2022-07-24
13,34,58,269,37,9,6,11,14,48,55,12,215,27,52,219,49,3,31,24,80,1266,2022-07-25
36,29,109,350,116,48,5,14,13,1,110,9,277,64,69,318,47,9,53,85,137,1899,2022-07-26
46,48,54,414,96,58,10,13,12,220,72,10,341,39,65,225,39,3,26,67,121,1979,2022-07-27
38,19,55,365,56,47,2,11,7,1,76,4,227,25,34,277,45,2,36,56,84,1467,2022-07-28
21,32,57,291,41,27,2,12,8,139,66,6,274,29,42,197,25,3,65,52,107,1496,2022-07-29
18,14,29,252,23,34,6,9,5,46,69,0,145,6,18,112,36,1,22,37,58,940,2022-07-30
1,2,0,14,8,0,0,0,0,0,6,0,8,0,1,0,0,1,0,2,5,48,2022-07-31
24,15,53,199,38,8,3,12,14,36,60,4,154,37,54,188,34,2,14,23,66,1038,2022-08-01
46,29,70,351,91,51,4,14,26,4,128,12,258,57,52,263,44,1,48,62,157,1768,2022-08-02
44,57,40,288,64,34,6,12,7,148,72,6,209,48,46,170,36,7,29,39,124,1486,2022-08-03
34,36,23,282,35,36,5,9,15,2,94,5,239,25,30,169,40,1,25,30,91,1226,2022-08-04
1,0,16,37,21,1,0,3,3,0,36,0,23,3,6,60,0,3,5,28,4,250,2022-08-05
23,23,35,203,10,14,3,10,5,108,48,0,89,20,5,39,36,4,9,16,43,743,2022-08-06
0,5,2,20,6,0,0,0,1,0,11,0,11,3,2,0,0,0,0,1,2,64,2022-08-07
