datum,pozitivne osobe,pozitivne osobe kumulativno,učinjeni testovi,učinjeni testovi kumulativno,hospitalizirani u zadnja 24 sata,ukupno hospitaliziranih,na respiratoru u zadnja 24 sata,ukupno na respiratoru,preminuli u bolnici,preminuli u bolnici kumulativno,izvor
06/03/2022,159,1064015.0,1321,4613154.0,58.0,966.0,4.0,74.0,20.0,15246.0,hzjz
07/03/2022,1052,1065067.0,5656,4618810.0,54.0,967.0,7.0,69.0,20.0,15266.0,hzjz
08/03/2022,2589,1067656.0,7700,4626510.0,81.0,930.0,5.0,61.0,16.0,15282.0,hzjz
09/03/2022,1692,1069348.0,5947,4632457.0,72.0,853.0,10.0,59.0,26.0,15308.0,hzjz
10/03/2022,1604,1070952.0,5916,4638373.0,87.0,821.0,4.0,57.0,18.0,15326.0,hzjz
11/03/2022,1522,1072474.0,5468,4643841.0,81.0,819.0,7.0,65.0,14.0,15340.0,hzjz
12/03/2022,943,1073417.0,4332,4648173.0,68.0,745.0,3.0,53.0,13.0,15353.0,hzjz
13/03/2022,143,1073560.0,1413,4649586.0,51.0,764.0,1.0,49.0,15.0,15368.0,hzjz
14/03/2022,1203,1074763.0,6027,4655613.0,49.0,774.0,5.0,51.0,18.0,15386.0,hzjz
15/03/2022,2677,1077440.0,8258,4663871.0,74.0,715.0,1.0,47.0,19.0,15405.0,hzjz
16/03/2022,1990,1079430.0,6803,4670674.0,86.0,712.0,2.0,44.0,10.0,15415.0,hzjz
17/03/2022,1990,1081420.0,6411,4677085.0,66.0,696.0,3.0,42.0,9.0,15424.0,hzjz
18/03/2022,1770,1083190.0,5669,4682754.0,73.0,691.0,3.0,39.0,18.0,15442.0,hzjz
19/03/2022,1012,1084202.0,4184,4686938.0,67.0,650.0,5.0,42.0,15.0,15457.0,hzjz
20/03/2022,132,1084334.0,1393,4688331.0,53.0,661.0,6.0,44.0,10.0,15467.0,hzjz
21/03/2022,1263,1085597.0,6146,4694477.0,45.0,677.0,4.0,40.0,16.0,15483.0,hzjz
22/03/2022,2224,1087821.0,7626,4702103.0,75.0,654.0,4.0,42.0,12.0,15495.0,hzjz
23/03/2022,1978,1089799.0,6324,4708427.0,77.0,633.0,5.0,43.0,13.0,15508.0,hzjz
24/03/2022,1746,1091545.0,5581,4714008.0,77.0,631.0,3.0,41.0,9.0,15517.0,hzjz
25/03/2022,1595,1093140.0,5054,4719062.0,66.0,628.0,7.0,43.0,10.0,15527.0,hzjz
26/03/2022,945,1094085.0,4151,4723213.0,90.0,613.0,3.0,41.0,14.0,15541.0,hzjz
27/03/2022,149,1094234.0,1448,4724661.0,57.0,645.0,2.0,40.0,11.0,15552.0,hzjz
28/03/2022,926,1095160.0,5242,4729903.0,48.0,673.0,2.0,36.0,14.0,15566.0,hzjz
29/03/2022,2352,1097512.0,7138,4737041.0,88.0,664.0,6.0,35.0,14.0,15580.0,hzjz
30/03/2022,1714,1099226.0,5840,4742881.0,75.0,651.0,4.0,37.0,15.0,15595.0,hzjz
31/03/2022,1445,1100671.0,5035,4747916.0,76.0,636.0,2.0,37.0,12.0,15607.0,hzjz
01/04/2022,1300,1101971.0,4708,4752624.0,83.0,657.0,5.0,40.0,9.0,15616.0,hzjz
02/04/2022,815,1102786.0,3848,4756472.0,69.0,623.0,6.0,40.0,8.0,15624.0,hzjz
03/04/2022,88,1102874.0,1228,4757700.0,53.0,648.0,4.0,38.0,9.0,15633.0,hzjz
04/04/2022,840,1103714.0,5456,4763156.0,31.0,649.0,2.0,36.0,18.0,15651.0,hzjz
05/04/2022,1687,1105401.0,6203,4769359.0,60.0,619.0,2.0,34.0,15.0,15666.0,hzjz
06/04/2022,1222,1106623.0,5110,4774469.0,57.0,596.0,3.0,26.0,12.0,15678.0,hzjz
07/04/2022,1086,1107709.0,4265,4778734.0,63.0,591.0,2.0,25.0,6.0,15684.0,hzjz
08/04/2022,912,1108621.0,3766,4782500.0,56.0,564.0,3.0,28.0,8.0,15692.0,hzjz
09/04/2022,524,1109145.0,3073,4785573.0,70.0,532.0,3.0,27.0,15.0,15707.0,hzjz
10/04/2022,83,1109228.0,1116,4786689.0,37.0,525.0,1.0,25.0,10.0,15717.0,hzjz
11/04/2022,642,1109870.0,4747,4791436.0,35.0,542.0,4.0,26.0,9.0,15726.0,hzjz
12/04/2022,1160,1111030.0,4641,4796077.0,66.0,551.0,3.0,27.0,8.0,15734.0,hzjz
13/04/2022,810,1111840.0,3651,4799728.0,42.0,541.0,3.0,27.0,5.0,15739.0,hzjz
14/04/2022,670,1112510.0,2890,4802618.0,50.0,527.0,3.0,24.0,8.0,15747.0,hzjz
15/04/2022,636,1113146.0,2475,4805093.0,50.0,503.0,4.0,24.0,5.0,15752.0,hzjz
16/04/2022,385,1113531.0,2153,4807246.0,61.0,478.0,4.0,25.0,5.0,15757.0,hzjz
17/04/2022,33,1113564.0,554,4807800.0,31.0,477.0,1.0,24.0,10.0,15767.0,hzjz
18/04/2022,126,1113690.0,2087,4809887.0,29.0,478.0,0.0,23.0,7.0,15774.0,hzjz
19/04/2022,500,1114190.0,4279,4814166.0,40.0,505.0,1.0,22.0,10.0,15784.0,hzjz
20/04/2022,1272,1115462.0,4829,4818995.0,90.0,516.0,4.0,20.0,5.0,15789.0,hzjz
21/04/2022,849,1116311.0,3696,4822691.0,57.0,492.0,4.0,23.0,8.0,15797.0,hzjz
22/04/2022,898,1117209.0,3494,4826185.0,52.0,479.0,1.0,22.0,7.0,15804.0,hzjz
23/04/2022,549,1117758.0,3057,4829242.0,61.0,455.0,4.0,22.0,6.0,15810.0,hzjz
24/04/2022,73,1117831.0,1217,4830459.0,34.0,455.0,4.0,23.0,4.0,15814.0,hzjz
25/04/2022,714,1118545.0,4763,4835222.0,32.0,465.0,2.0,24.0,8.0,15822.0,hzjz
26/04/2022,1389,1119934.0,5374,4840596.0,68.0,434.0,4.0,24.0,11.0,15833.0,hzjz
27/04/2022,893,1120827.0,3881,4844477.0,52.0,435.0,2.0,22.0,7.0,15840.0,hzjz
28/04/2022,893,1121720.0,3480,4847957.0,49.0,425.0,2.0,20.0,9.0,15849.0,hzjz
29/04/2022,754,1122474.0,2978,4850935.0,55.0,433.0,0.0,18.0,5.0,15854.0,hzjz
30/04/2022,525,1122999.0,3120,4854055.0,54.0,422.0,2.0,17.0,6.0,15860.0,hzjz
01/05/2022,43,1123042.0,891,4854946.0,46.0,437.0,2.0,15.0,7.0,15867.0,hzjz
02/05/2022,574,1123616.0,4389,4859335.0,34.0,441.0,2.0,17.0,8.0,15875.0,hzjz
03/05/2022,1212,1124828.0,4913,4864248.0,52.0,426.0,3.0,21.0,5.0,15880.0,hzjz
04/05/2022,915,1125743.0,4112,4868360.0,39.0,411.0,3.0,17.0,8.0,15888.0,hzjz
05/05/2022,765,1126508.0,3462,4871822.0,53.0,401.0,3.0,17.0,9.0,15897.0,hzjz
06/05/2022,838,1127346.0,3129,4874951.0,48.0,385.0,1.0,16.0,9.0,15906.0,hzjz
07/05/2022,413,1127759.0,3120,4878071.0,51.0,377.0,2.0,16.0,7.0,15913.0,hzjz
08/05/2022,56,1127815.0,1139,4879210.0,29.0,379.0,4.0,16.0,7.0,15920.0,hzjz
09/05/2022,480,1128295.0,4849,4884059.0,25.0,381.0,1.0,13.0,8.0,15928.0,hzjz
10/05/2022,1022,1129317.0,4791,4888850.0,47.0,374.0,4.0,15.0,4.0,15932.0,hzjz
11/05/2022,662,1129979.0,4214,4893064.0,48.0,367.0,6.0,17.0,6.0,15938.0,hzjz
12/05/2022,595,1130574.0,3249,4896313.0,43.0,388.0,2.0,17.0,8.0,15946.0,hzjz
13/05/2022,540,1131114.0,2979,4899292.0,26.0,361.0,3.0,17.0,8.0,15953.0,hzjz
14/05/2022,354,1131468.0,2995,4902287.0,33.0,345.0,0.0,15.0,5.0,15958.0,hzjz
15/05/2022,43,1131511.0,1165,4903452.0,25.0,356.0,0.0,15.0,5.0,15963.0,hzjz
16/05/2022,404,1131915.0,4435,4907887.0,27.0,364.0,0.0,15.0,12.0,15975.0,hzjz
17/05/2022,786,1132701.0,4177,4912064.0,33.0,367.0,0.0,13.0,2.0,15977.0,hzjz
18/05/2022,455,1133156.0,3348,4915412.0,25.0,326.0,0.0,11.0,1.0,15978.0,hzjz
19/05/2022,427,1133583.0,2718,4918130.0,18.0,292.0,1.0,11.0,5.0,15983.0,hzjz
20/05/2022,452,1134035.0,2328,4920458.0,20.0,273.0,0.0,9.0,4.0,15987.0,hzjz
21/05/2022,205,1134240.0,2583,4923041.0,31.0,264.0,1.0,6.0,7.0,15994.0,hzjz
22/05/2022,42,1134282.0,1069,4924110.0,17.0,264.0,1.0,5.0,5.0,15999.0,hzjz
23/05/2022,272,1134554.0,4102,4928212.0,16.0,263.0,1.0,5.0,2.0,16001.0,hzjz
24/05/2022,587,1135141.0,3869,4932081.0,19.0,253.0,0.0,5.0,2.0,16003.0,hzjz
25/05/2022,418,1135559.0,3174,4935255.0,21.0,240.0,0.0,5.0,3.0,16006.0,hzjz
26/05/2022,357,1135916.0,2496,4937751.0,25.0,222.0,0.0,5.0,5.0,16011.0,hzjz
27/05/2022,317,1136233.0,1934,4939685.0,24.0,229.0,0.0,4.0,0.0,16011.0,hzjz
28/05/2022,194,1136427.0,1743,4941428.0,17.0,231.0,0.0,4.0,1.0,16012.0,hzjz
29/05/2022,34,1136461.0,739,4942167.0,20.0,224.0,3.0,5.0,4.0,16016.0,hzjz
30/05/2022,48,1136509.0,1499,4943666.0,12.0,228.0,0.0,5.0,1.0,16017.0,hzjz
31/05/2022,208,1136717.0,3426,4947092.0,10.0,223.0,1.0,5.0,3.0,16020.0,hzjz
01/06/2022,544,1137261.0,2921,4950013.0,23.0,205.0,0.0,5.0,4.0,16024.0,hzjz
02/06/2022,348,1137609.0,2062,4952075.0,30.0,202.0,2.0,6.0,4.0,16028.0,hzjz
03/06/2022,266,1137875.0,1683,4953758.0,30.0,202.0,2.0,6.0,3.0,16031.0,hzjz
04/06/2022,190,1138065.0,1814,4955572.0,16.0,184.0,2.0,6.0,0.0,16030.0,hzjz
05/06/2022,27,1138092.0,658,4956230.0,16.0,190.0,1.0,7.0,0.0,16030.0,hzjz
06/06/2022,194,1138286.0,2686,4958916.0,13.0,186.0,0.0,6.0,5.0,16035.0,hzjz
07/06/2022,426,1138712.0,2456,4961372.0,19.0,178.0,1.0,6.0,1.0,16036.0,hzjz
08/06/2022,329,1139041.0,2075,4963447.0,25.0,168.0,0.0,5.0,3.0,16039.0,hzjz
09/06/2022,283,1139324.0,1813,4965260.0,26.0,175.0,3.0,8.0,5.0,16044.0,hzjz
10/06/2022,289,1139613.0,1572,4966832.0,15.0,165.0,0.0,6.0,2.0,16046.0,hzjz
11/06/2022,207,1139820.0,1720,4968552.0,10.0,158.0,0.0,5.0,2.0,16048.0,hzjz
12/06/2022,20,1139840.0,794,4969346.0,8.0,153.0,0.0,5.0,3.0,16051.0,hzjz
13/06/2022,249,1140089.0,2668,4972014.0,12.0,159.0,2.0,6.0,0.0,16051.0,hzjz
14/06/2022,546,1140635.0,2107,4974121.0,19.0,163.0,1.0,7.0,1.0,16052.0,hzjz
15/06/2022,425,1141060.0,2024,4976145.0,13.0,151.0,2.0,7.0,2.0,16054.0,hzjz
16/06/2022,63,1141123.0,587,4976732.0,15.0,152.0,1.0,6.0,0.0,16054.0,hzjz
17/06/2022,439,1141562.0,1868,4978600.0,11.0,150.0,1.0,7.0,2.0,16056.0,hzjz
18/06/2022,377,1141939.0,1662,4980262.0,30.0,157.0,1.0,7.0,3.0,16059.0,hzjz
19/06/2022,28,1141967.0,428,4980690.0,17.0,160.0,1.0,7.0,3.0,16062.0,hzjz
20/06/2022,421,1142388.0,2192,4982882.0,8.0,167.0,0.0,6.0,1.0,16063.0,hzjz
21/06/2022,857,1143245.0,3089,4985971.0,27.0,174.0,1.0,9.0,4.0,16067.0,hzjz
22/06/2022,129,1143374.0,914,4986885.0,32.0,188.0,0.0,4.0,4.0,16071.0,hzjz
23/06/2022,631,1144005.0,2310,4989195.0,33.0,210.0,1.0,5.0,4.0,16075.0,hzjz
24/06/2022,1056,1145061.0,2757,4991952.0,29.0,229.0,3.0,5.0,4.0,16079.0,hzjz
25/06/2022,449,1145510.0,2058,4994010.0,23.0,210.0,0.0,5.0,1.0,16080.0,hzjz
26/06/2022,35,1145545.0,514,4994524.0,20.0,216.0,2.0,6.0,2.0,16082.0,hzjz
27/06/2022,663,1146208.0,3121,4997645.0,20.0,228.0,1.0,7.0,2.0,16084.0,hzjz
28/06/2022,1256,1147464.0,3594,5001239.0,38.0,233.0,2.0,8.0,7.0,16091.0,hzjz
29/06/2022,1133,1148597.0,3381,5004620.0,33.0,243.0,1.0,5.0,1.0,16092.0,hzjz
30/06/2022,987,1149584.0,2935,5007555.0,31.0,245.0,0.0,5.0,5.0,16097.0,hzjz
01/07/2022,1138,1150722.0,3023,5010578.0,46.0,269.0,2.0,7.0,5.0,16102.0,hzjz
02/07/2022,758,1151480.0,2500,5013078.0,42.0,257.0,2.0,8.0,3.0,16105.0,hzjz
03/07/2022,59,1151539.0,605,5013683.0,34.0,275.0,0.0,5.0,6.0,16111.0,hzjz
04/07/2022,847,1152386.0,3576,5017259.0,51.0,297.0,2.0,7.0,3.0,16114.0,hzjz
05/07/2022,1780,1154166.0,4713,5021972.0,55.0,310.0,5.0,11.0,7.0,16121.0,hzjz
06/07/2022,1488,1155654.0,4172,5026144.0,44.0,312.0,3.0,12.0,4.0,16125.0,hzjz
07/07/2022,1304,1156958.0,3587,5029731.0,64.0,349.0,4.0,13.0,3.0,16128.0,hzjz
08/07/2022,1478,1158436.0,3851,5033582.0,49.0,339.0,3.0,12.0,5.0,16133.0,hzjz
09/07/2022,787,1159223.0,2603,5036185.0,49.0,344.0,1.0,13.0,2.0,16135.0,hzjz
10/07/2022,63,1159286.0,568,5036753.0,35.0,369.0,0.0,13.0,4.0,16139.0,hzjz
11/07/2022,998,1160284.0,4076,5040829.0,61.0,413.0,2.0,13.0,11.0,16150.0,hzjz
12/07/2022,1824,1162108.0,4873,5045702.0,71.0,429.0,3.0,13.0,6.0,16156.0,hzjz
13/07/2022,1772,1163880.0,4651,5050353.0,60.0,442.0,2.0,14.0,6.0,16162.0,hzjz
14/07/2022,1616,1165496.0,4173,5054526.0,76.0,471.0,5.0,17.0,5.0,16167.0,hzjz
15/07/2022,1663,1167159.0,4339,5058865.0,64.0,464.0,3.0,14.0,8.0,16175.0,hzjz
16/07/2022,991,1168150.0,2952,5061817.0,71.0,477.0,4.0,16.0,4.0,16179.0,hzjz
17/07/2022,86,1168236.0,685,5062502.0,55.0,490.0,5.0,20.0,9.0,16188.0,hzjz
18/07/2022,1142,1169378.0,4308,5066810.0,51.0,514.0,1.0,18.0,2.0,16190.0,hzjz
19/07/2022,2249,1171627.0,5562,5072372.0,110.0,547.0,3.0,17.0,11.0,16201.0,hzjz
20/07/2022,1815,1173442.0,4756,5077128.0,86.0,560.0,2.0,16.0,12.0,16213.0,hzjz
21/07/2022,1470,1174912.0,3851,5080979.0,74.0,578.0,2.0,15.0,7.0,16220.0,hzjz
22/07/2022,1670,1176582.0,4142,5085121.0,96.0,609.0,2.0,14.0,10.0,16230.0,hzjz
23/07/2022,1033,1177615.0,2896,5088017.0,87.0,579.0,5.0,15.0,8.0,16238.0,hzjz
24/07/2022,96,1177711.0,636,5088653.0,63.0,595.0,1.0,13.0,11.0,16249.0,hzjz
25/07/2022,1266,,4150,,,,,,,,twitter
26/07/2022,1899,,4862,,,,,,,,twitter
27/07/2022,1979,,5311,,,,,,,,twitter
28/07/2022,1467,,3907,,,,,,,,twitter
29/07/2022,1496,,3816,,,,,,,,twitter
30/07/2022,940,,2923,,,,,,,,twitter
31/07/2022,48,,520,,,,,,,,twitter
01/08/2022,1038,,3673,,,,,,,,twitter
02/08/2022,1768,,4640,,,,,,,,twitter
03/08/2022,1486,,4040,,,,,,,,twitter
04/08/2022,1226,,3274,,,,,,,,twitter
05/08/2022,250,,960,,,,,,,,twitter
06/08/2022,743,,2461,,,,,,,,twitter
07/08/2022,64,,614,,,,,,,,twitter
